0.000000, -0.500063, -0.200032, -1.000176, -0.000020, 0.999881, 0.500000, 0.020000, 0.020000
-0.000000, -0.500110, -0.200079, -1.000362, -0.000044, 0.999757, 0.500001, 0.020011, 0.020012
-0.000000, -0.500146, -0.200122, -1.000534, -0.000067, 0.999646, 0.500001, 0.020045, 0.020045
-0.000000, -0.500177, -0.200160, -1.000692, -0.000087, 0.999544, 0.500002, 0.020105, 0.020105
-0.000000, -0.500204, -0.200195, -1.000834, -0.000105, 0.999453, 0.500002, 0.020189, 0.020189
-0.000000, -0.500228, -0.200226, -1.000963, -0.000122, 0.999370, 0.500003, 0.020298, 0.020298
-0.000000, -0.500250, -0.200254, -1.001079, -0.000137, 0.999295, 0.500003, 0.020428, 0.020428
-0.000000, -0.500270, -0.200280, -1.001184, -0.000151, 0.999228, 0.500004, 0.020579, 0.020579
-0.000000, -0.500288, -0.200303, -1.001279, -0.000163, 0.999167, 0.500004, 0.020748, 0.020748
-0.000000, -0.500305, -0.200323, -1.001365, -0.000174, 0.999112, 0.500005, 0.020934, 0.020934
-0.000000, -0.500320, -0.200342, -1.001443, -0.000184, 0.999062, 0.500005, 0.021134, 0.021134
-0.000000, -0.500334, -0.200359, -1.001513, -0.000193, 0.999017, 0.500005, 0.021348, 0.021348
0.000000, -0.500346, -0.200374, -1.001576, -0.000201, 0.998977, 0.500005, 0.021574, 0.021574
0.000000, -0.500358, -0.200387, -1.001633, -0.000208, 0.998940, 0.500005, 0.021811, 0.021811
0.000000, -0.500368, -0.200400, -1.001684, -0.000215, 0.998907, 0.500005, 0.022058, 0.022059
0.000000, -0.500378, -0.200411, -1.001731, -0.000221, 0.998877, 0.500005, 0.022314, 0.022315
0.000000, -0.500387, -0.200421, -1.001773, -0.000226, 0.998850, 0.500005, 0.022579, 0.022579
0.000000, -0.500395, -0.200430, -1.001810, -0.000231, 0.998825, 0.500005, 0.022850, 0.022850
0.000000, -0.500402, -0.200438, -1.001845, -0.000235, 0.998803, 0.500005, 0.023128, 0.023128
0.000000, -0.500409, -0.200445, -1.001875, -0.000239, 0.998783, 0.500005, 0.023412, 0.023412
0.000000, -0.500415, -0.200452, -1.001903, -0.000243, 0.998765, 0.500005, 0.023701, 0.023701
0.000000, -0.500420, -0.200458, -1.001929, -0.000246, 0.998749, 0.500005, 0.023995, 0.023995
0.000000, -0.500425, -0.200463, -1.001951, -0.000249, 0.998734, 0.500005, 0.024294, 0.024294
0.000000, -0.500430, -0.200468, -1.001972, -0.000251, 0.998721, 0.500005, 0.024596, 0.024596
0.000000, -0.500434, -0.200472, -1.001990, -0.000254, 0.998709, 0.500005, 0.024902, 0.024902
0.000000, -0.500438, -0.200476, -1.002007, -0.000256, 0.998698, 0.500005, 0.025212, 0.025212
